0.05	 0	 -0.7854	 0	 -2.1817	 0	 1.3962	 0	 0	 -0.7854	 0	 -2.1817	 0	 1.3962	 0	 0	 -0.7854	 0	 -2.1817	 0	 1.3962	 0	 0	 -0.7854	 0	 -2.1817	 0	 1.3962	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0
0.05	 -0.0141835	 -0.766526	 -0.00905011	 -2.18237	 0.0229745	 1.39411	 0.00268824	 -0.00287115	 -0.776938	 0.00929885	 -2.18281	 0.018339	 1.41006	 -0.0237164	 -0.0101196	 -0.773356	 -0.00918474	 -2.18361	 0.0223938	 1.41379	 0.00448393	 -0.00043942	 -0.770488	 0.0128068	 -2.18141	 0.0204309	 1.41623	 -0.0107235	 -0.28367	 0.377484	 -0.181002	 -0.0133194	 0.45949	 -0.0418774	 0.0537648	 -0.0574231	 0.169246	 0.185977	 -0.0222513	 0.366779	 0.277241	 -0.474328	 -0.202392	 0.240874	 -0.183695	 -0.038223	 0.447875	 0.351725	 0.0896787	 -0.00878839	 0.298243	 0.256137	 0.00582927	 0.408618	 0.400517	 -0.214469	 -5.67341	 7.54968	 -3.62005	 -0.266387	 9.18981	 -0.837548	 1.0753	 -1.14846	 3.38492	 3.71954	 -0.445026	 7.33559	 5.54482	 -9.48656	 -4.04784	 4.81747	 -3.6739	 -0.764459	 8.95751	 7.03449	 1.79357	 -0.175768	 5.96487	 5.12273	 0.116585	 8.17236	 8.01034	 -4.28939
0.05	 -0.028367	 -0.747652	 -0.0181002	 -2.18303	 0.045949	 1.39201	 0.00537648	 -0.00574231	 -0.768475	 0.0185977	 -2.18393	 0.0366779	 1.42392	 -0.0474328	 -0.0202392	 -0.761313	 -0.0183695	 -2.18552	 0.0447875	 1.43137	 0.00896787	 -0.000878839	 -0.755576	 0.0256137	 -2.18112	 0.0408618	 1.43625	 -0.0214469	 -0.28367	 0.377484	 -0.181002	 -0.0133194	 0.45949	 -0.0418774	 0.0537648	 -0.0574231	 0.169246	 0.185977	 -0.0222513	 0.366779	 0.277241	 -0.474328	 -0.202392	 0.240874	 -0.183695	 -0.038223	 0.447875	 0.351725	 0.0896787	 -0.00878839	 0.298243	 0.256137	 0.00582927	 0.408618	 0.400517	 -0.214469	 0	 8.88178e-14	 0	 0	 0	 8.88178e-14	 0	 0	 8.88178e-14	 0	 0	 0	 -8.88178e-14	 0	 0	 -4.44089e-14	 0	 -3.55271e-13	 0	 -8.88178e-14	 0	 0	 8.88178e-14	 0	 1.77636e-13	 0	 8.88178e-14	 0
0.05	 -0.0425505	 -0.728777	 -0.0271503	 -2.1837	 0.0689235	 1.38992	 0.00806473	 -0.00861346	 -0.760013	 0.0278965	 -2.18504	 0.0550169	 1.43779	 -0.0711492	 -0.0303588	 -0.749269	 -0.0275542	 -2.18743	 0.0671813	 1.44896	 0.0134518	 -0.00131826	 -0.740663	 0.0384205	 -2.18083	 0.0612927	 1.45628	 -0.0321704	 -0.28367	 0.377484	 -0.181002	 -0.0133194	 0.45949	 -0.0418774	 0.0537648	 -0.0574231	 0.169246	 0.185977	 -0.0222513	 0.366779	 0.277241	 -0.474328	 -0.202392	 0.240874	 -0.183695	 -0.038223	 0.447875	 0.351725	 0.0896787	 -0.00878839	 0.298243	 0.256137	 0.00582927	 0.408618	 0.400517	 -0.214469	 0	 -8.88178e-14	 5.55112e-16	 0	 0	 0	 4.16334e-16	 0	 -8.88178e-14	 0	 1.77636e-13	 0	 1.77636e-13	 -3.33067e-15	 2.22045e-15	 0	 5.55112e-16	 3.55271e-13	 -2.22045e-15	 0	 -8.32667e-16	 6.93889e-17	 -1.33227e-13	 -3.33067e-15	 -3.55271e-13	 -1.11022e-15	 -8.88178e-14	 5.55112e-16
0.05	 -0.0567341	 -0.709903	 -0.0362005	 -2.18436	 0.0918981	 1.38782	 0.010753	 -0.0114846	 -0.751551	 0.0371954	 -2.18615	 0.0733559	 1.45165	 -0.0948656	 -0.0404784	 -0.737225	 -0.036739	 -2.18934	 0.0895751	 1.46654	 0.0179357	 -0.00175768	 -0.725751	 0.0512273	 -2.18053	 0.0817236	 1.4763	 -0.0428939	 -0.28367	 0.377484	 -0.181002	 -0.0133194	 0.45949	 -0.0418774	 0.0537648	 -0.0574231	 0.169246	 0.185977	 -0.0222513	 0.366779	 0.277241	 -0.474328	 -0.202392	 0.240874	 -0.183695	 -0.038223	 0.447875	 0.351725	 0.0896787	 -0.00878839	 0.298243	 0.256137	 0.00582927	 0.408618	 0.400517	 -0.214469	 0	 4.44089e-14	 -1.11022e-15	 0	 0	 0	 -6.93889e-16	 0	 4.44089e-14	 0	 0	 0	 -1.77636e-13	 5.55112e-15	 -4.44089e-15	 -4.44089e-14	 -1.11022e-15	 -1.77636e-13	 5.55112e-15	 1.77636e-13	 1.38778e-15	 -1.73472e-16	 8.88178e-14	 6.66134e-15	 3.55271e-13	 2.22045e-15	 8.88178e-14	 -1.66533e-15
0.05	 -0.0709176	 -0.691029	 -0.0452506	 -2.18503	 0.114873	 1.38573	 0.0134412	 -0.0143558	 -0.743088	 0.0464942	 -2.18726	 0.0916949	 1.46551	 -0.118582	 -0.050598	 -0.725182	 -0.0459237	 -2.19126	 0.111969	 1.48413	 0.0224197	 -0.0021971	 -0.710839	 0.0640341	 -2.18024	 0.102155	 1.49633	 -0.0536173	 -0.28367	 0.377484	 -0.181002	 -0.0133194	 0.45949	 -0.0418774	 0.0537648	 -0.0574231	 0.169246	 0.185977	 -0.0222513	 0.366779	 0.277241	 -0.474328	 -0.202392	 0.240874	 -0.183695	 -0.038223	 0.447875	 0.351725	 0.0896787	 -0.00878839	 0.298243	 0.256137	 0.00582927	 0.408618	 0.400517	 -0.214469	 -3.33067e-15	 0	 1.11022e-15	 3.55271e-13	 0	 -1.77636e-13	 6.93889e-16	 0	 0	 -1.11022e-15	 -3.55271e-13	 -5.55112e-15	 1.77636e-13	 0	 5.55112e-15	 8.88178e-14	 3.88578e-15	 -1.77636e-13	 -5.55112e-15	 -1.77636e-13	 -1.94289e-15	 1.73472e-16	 0	 -5.55112e-15	 -1.77636e-13	 -2.22045e-15	 -8.88178e-14	 2.77556e-15
0.05	 -0.0851011	 -0.672155	 -0.0543007	 -2.1857	 0.137847	 1.38364	 0.0161295	 -0.0172269	 -0.734626	 0.0557931	 -2.18838	 0.110034	 1.47937	 -0.142298	 -0.0607175	 -0.713138	 -0.0551084	 -2.19317	 0.134363	 1.50172	 0.0269036	 -0.00263652	 -0.695927	 0.076841	 -2.17995	 0.122585	 1.51636	 -0.0643408	 -0.28367	 0.377484	 -0.181002	 -0.0133194	 0.45949	 -0.0418774	 0.0537648	 -0.0574231	 0.169246	 0.185977	 -0.0222513	 0.366779	 0.277241	 -0.474328	 -0.202392	 0.240874	 -0.183695	 -0.038223	 0.447875	 0.351725	 0.0896787	 -0.00878839	 0.298243	 0.256137	 0.00582927	 0.408618	 0.400517	 -0.214469	 5.55112e-15	 0	 0	 -3.55271e-13	 0	 1.77636e-13	 0	 0	 -4.44089e-14	 2.77556e-15	 1.77636e-13	 1.11022e-14	 -1.77636e-13	 -1.11022e-14	 -2.77556e-15	 -4.44089e-14	 -5.55112e-15	 1.77636e-13	 0	 1.77636e-13	 1.38778e-15	 0	 0	 -2.22045e-15	 1.77636e-13	 0	 8.88178e-14	 -2.77556e-15
0.05	 -0.0992846	 -0.653281	 -0.0633508	 -2.18636	 0.160822	 1.38154	 0.0188177	 -0.0200981	 -0.726164	 0.0650919	 -2.18949	 0.128373	 1.49323	 -0.166015	 -0.0708371	 -0.701094	 -0.0642932	 -2.19508	 0.156756	 1.5193	 0.0313875	 -0.00307594	 -0.681015	 0.0896478	 -2.17966	 0.143016	 1.53638	 -0.0750642	 -0.28367	 0.377484	 -0.181002	 -0.0133194	 0.45949	 -0.0418774	 0.0537648	 -0.0574231	 0.169246	 0.185977	 -0.0222513	 0.366779	 0.277241	 -0.474328	 -0.202392	 0.240874	 -0.183695	 -0.038223	 0.447875	 0.351725	 0.0896787	 -0.00878839	 0.298243	 0.256137	 0.00582927	 0.408618	 0.400517	 -0.214469	 -5.55112e-15	 0	 0	 0	 0	 0	 -1.38778e-15	 0	 8.88178e-14	 -2.77556e-15	 1.77636e-13	 -5.55112e-15	 8.88178e-14	 1.11022e-14	 -2.77556e-15	 4.44089e-14	 2.77556e-15	 1.77636e-13	 1.11022e-14	 -1.77636e-13	 0	 -3.46945e-16	 -4.44089e-14	 1.11022e-14	 -1.77636e-13	 1.11022e-14	 -8.88178e-14	 0
0.05	 -0.113468	 -0.634406	 -0.0724009	 -2.18703	 0.183796	 1.37945	 0.0215059	 -0.0229692	 -0.717702	 0.0743908	 -2.1906	 0.146712	 1.5071	 -0.189731	 -0.0809567	 -0.689051	 -0.0734779	 -2.19699	 0.17915	 1.53689	 0.0358715	 -0.00351536	 -0.666103	 0.102455	 -2.17937	 0.163447	 1.55641	 -0.0857877	 -0.28367	 0.377484	 -0.181002	 -0.0133194	 0.45949	 -0.0418774	 0.0537648	 -0.0574231	 0.169246	 0.185977	 -0.0222513	 0.366779	 0.277241	 -0.474328	 -0.202392	 0.240874	 -0.183695	 -0.038223	 0.447875	 0.351725	 0.0896787	 -0.00878839	 0.298243	 0.256137	 0.00582927	 0.408618	 0.400517	 -0.214469	 5.55112e-15	 -4.44089e-14	 -2.77556e-15	 0	 0	 -8.88178e-14	 1.38778e-15	 0	 -8.88178e-14	 2.77556e-15	 -1.77636e-13	 0	 0	 0	 0	 0	 -2.77556e-15	 -1.77636e-13	 -1.11022e-14	 8.88178e-14	 1.38778e-15	 3.46945e-16	 4.44089e-14	 -5.55112e-15	 0	 -1.66533e-14	 1.77636e-13	 0
0.05	 -0.127652	 -0.615532	 -0.081451	 -2.18769	 0.206771	 1.37736	 0.0241942	 -0.0258404	 -0.709239	 0.0836896	 -2.19171	 0.165051	 1.52096	 -0.213448	 -0.0910763	 -0.677007	 -0.0826626	 -2.1989	 0.201544	 1.55448	 0.0403554	 -0.00395478	 -0.65119	 0.115261	 -2.17908	 0.183878	 1.57643	 -0.0965112	 -0.28367	 0.377484	 -0.181002	 -0.0133194	 0.45949	 -0.0418774	 0.0537648	 -0.0574231	 0.169246	 0.185977	 -0.0222513	 0.366779	 0.277241	 -0.474328	 -0.202392	 0.240874	 -0.183695	 -0.038223	 0.447875	 0.351725	 0.0896787	 -0.00878839	 0.298243	 0.256137	 0.00582927	 0.408618	 0.400517	 -0.214469	 -5.55112e-15	 8.88178e-14	 0	 1.77636e-13	 1.11022e-14	 8.88178e-14	 1.38778e-15	 -1.38778e-15	 4.44089e-14	 0	 0	 0	 0	 -1.11022e-14	 5.55112e-15	 -8.88178e-14	 5.55112e-15	 -1.77636e-13	 0	 0	 -2.77556e-15	 -1.73472e-16	 -4.44089e-14	 -5.55112e-15	 0	 1.11022e-14	 -2.66454e-13	 5.55112e-15
